CustomerID,Age,Subscription,Churned
1361,39,Premium,0
1362,19,Basic,0
1363,27,Basic,0
1364,22,Basic,1
1365,27,Basic,0
1366,50,Premium,0
1367,71,Premium,0
1368,55,Basic,1
1369,30,Standard,0
1370,48,Standard,1
1371,64,Standard,1
1372,53,Basic,0
1373,62,Premium,0
1374,41,Basic,1
1375,69,Premium,0
1376,73,Standard,1
1377,32,Basic,0
1378,46,Basic,0
1379,25,Premium,1
1380,22,Standard,0
1381,46,Basic,0
1382,64,Basic,1
1383,21,Standard,0
1384,29,Basic,0
1385,62,Standard,0
1386,19,Basic,1
1387,44,Basic,1
1388,48,Basic,0
1389,68,Basic,1
1390,68,Standard,1
1391,53,Basic,0
1392,53,Premium,0
1393,43,Standard,0
1394,60,Standard,0
1395,44,Standard,1
1396,22,Basic,1
1397,37,Basic,0
1398,28,Basic,0
1399,27,Basic,0
1400,57,Premium,0
1401,55,Standard,0
1402,23,Basic,0
1403,25,Standard,0
1404,40,Standard,0
1405,64,Standard,1
1406,43,Basic,0
1407,63,Basic,0
1408,60,Basic,0
1409,29,Premium,0
1410,43,Standard,0
1411,30,Basic,0
1412,57,Basic,1
1413,35,Standard,0
1414,42,Basic,1
1415,50,Premium,1
1416,64,Basic,1
1417,57,Standard,0
1418,60,Premium,1
1419,29,Standard,0
1420,61,Standard,0
1421,53,Standard,1
1422,65,Premium,0
1423,21,Standard,0
1424,22,Standard,0
1425,73,Basic,0
1426,54,Premium,0
1427,25,Basic,0
1428,59,Basic,1
1429,66,Standard,1
1430,45,Premium,1
1431,48,Basic,0
1432,75,Standard,0
1433,26,Basic,1
1434,71,Premium,1
1435,68,Standard,0
1436,46,Premium,0
1437,31,Standard,0
1438,57,Basic,0
1439,58,Standard,0
1440,39,Standard,1
1441,28,Basic,0
1442,40,Standard,0
1443,18,Standard,0
1444,63,Standard,0
1445,54,Basic,0
1446,38,Basic,0
1447,43,Premium,0
1448,63,Standard,1
1449,53,Basic,0
1450,71,Standard,0
1451,40,Standard,0
1452,74,Standard,1
1453,18,Standard,0
1454,71,Standard,1
1455,72,Premium,0
1456,68,Premium,1
1457,57,Premium,1
1458,32,Premium,0
1459,38,Standard,0
1460,64,Premium,0
1461,26,Standard,1
1462,70,Basic,0
1463,26,Standard,0
1464,27,Basic,1
1465,69,Basic,1
1466,74,Premium,0
1467,70,Premium,0
1468,43,Basic,0
1469,58,Premium,0
1470,52,Standard,0
1471,69,Standard,0
1472,42,Standard,0
1473,43,Premium,1
1474,28,Standard,0
1475,55,Standard,0
1476,19,Premium,0
1477,24,Premium,0
1478,35,Basic,0
1479,44,Premium,0
1480,51,Basic,1
1481,44,Premium,0
1482,34,Basic,0
1483,60,Standard,1
1484,61,Standard,0
1485,68,Standard,1
1486,71,Premium,0
1487,41,Standard,1
1488,42,Premium,0
1489,24,Basic,1
1490,69,Premium,1
1491,23,Basic,0
1492,70,Basic,0
1493,41,Basic,1
1494,50,Standard,0
1495,66,Premium,0
1496,46,Basic,0
1497,60,Basic,1
1498,39,Standard,0
1499,43,Standard,0
1500,45,Basic,0
1501,67,Basic,1
1502,38,Premium,1
1503,66,Standard,1
1504,24,Basic,0
1505,34,Basic,1
1506,37,Standard,0
1507,58,Basic,0
1508,66,Standard,0
1509,37,Premium,0
1510,71,Basic,1
1511,39,Premium,0
1512,45,Standard,0
1513,57,Basic,1
1514,66,Premium,1
1515,24,Basic,0
1516,18,Premium,0
1517,49,Premium,1
1518,30,Standard,0
1519,47,Premium,0
1520,40,Basic,0
1521,68,Standard,0
1522,73,Standard,1
1523,36,Premium,0
1524,49,Standard,0
1525,47,Basic,0
1526,46,Premium,0
1527,66,Standard,0
1528,62,Basic,0
1529,46,Standard,0
1530,47,Basic,0
1531,33,Premium,0
1532,57,Premium,0
1533,36,Standard,0
1534,35,Basic,0
1535,18,Premium,1
1536,31,Basic,0
1537,68,Premium,0
1538,64,Basic,0
1539,67,Standard,1
1540,19,Standard,0
1541,71,Basic,1
1542,45,Premium,0
1543,66,Premium,1
1544,67,Premium,1
1545,47,Basic,0
1546,55,Standard,0
1547,68,Premium,0
1548,21,Premium,0
1549,18,Premium,0
1550,25,Basic,0
1551,46,Basic,0
1552,72,Premium,0
1553,56,Standard,0
1554,20,Basic,0
1555,49,Basic,0
1556,27,Basic,1
1557,27,Basic,0
1558,36,Basic,1
1559,63,Basic,0
1560,51,Premium,0
1561,50,Basic,0
1562,40,Basic,0
1563,72,Premium,1
1564,45,Standard,0
1565,49,Basic,0
1566,67,Basic,1
1567,24,Standard,0
1568,46,Standard,1
1569,25,Basic,1
1570,18,Premium,0
1571,74,Premium,0
1572,72,Standard,0
1573,20,Basic,0
1574,41,Basic,0
1575,40,Standard,1
1576,25,Standard,1
1577,71,Basic,0
1578,74,Premium,0
1579,64,Premium,0
1580,54,Premium,0
1581,20,Basic,1
1582,68,Basic,0
1583,50,Premium,0
1584,45,Basic,0
1585,64,Premium,1
1586,25,Standard,0
1587,51,Standard,1
1588,52,Standard,0
1589,49,Premium,1
1590,41,Premium,0
1591,31,Standard,0
1592,49,Premium,1
1593,73,Standard,0
1594,63,Standard,0
1595,60,Standard,0
1596,33,Standard,1
1597,21,Basic,1
1598,69,Basic,0
1599,54,Premium,0
1600,71,Premium,1
1601,38,Premium,0
1602,31,Standard,1
1603,48,Standard,0
1604,72,Standard,1
1605,65,Basic,1
1606,35,Premium,1
1607,24,Basic,0
1608,27,Premium,0
1609,24,Basic,0
1610,50,Premium,0
1611,40,Premium,0
1612,38,Standard,0
1613,36,Basic,1
1614,65,Premium,0
1615,36,Premium,0
1616,53,Premium,0
1617,46,Standard,0
1618,35,Premium,0
1619,19,Basic,0
1620,18,Premium,1
1621,64,Standard,0
1622,22,Basic,0
1623,37,Standard,0
1624,28,Premium,1
1625,59,Basic,0
1626,19,Basic,1
1627,20,Basic,0
1628,40,Premium,1
1629,72,Basic,0
1630,29,Standard,0
1631,37,Standard,0
1632,22,Premium,0
1633,54,Standard,0
1634,55,Standard,1
1635,47,Standard,0
1636,26,Basic,1
1637,51,Premium,1
1638,70,Premium,0
1639,61,Basic,1
1640,52,Standard,0
1641,69,Standard,0
1642,75,Basic,1
1643,39,Basic,0
1644,61,Basic,0
1645,41,Basic,0
1646,34,Premium,0
1647,27,Premium,1
1648,47,Premium,0
1649,73,Basic,0
1650,63,Premium,0
1651,40,Standard,0
1652,49,Standard,0
1653,34,Premium,0
1654,67,Basic,0
1655,68,Standard,0
1656,34,Standard,1
1657,31,Standard,0
1658,26,Basic,1
1659,57,Standard,1
1660,19,Basic,1
1661,62,Basic,1
1662,42,Premium,0
1663,56,Standard,0
1664,26,Standard,0
1665,71,Premium,0
1666,39,Standard,1
1667,60,Standard,0
1668,63,Premium,1
1669,21,Basic,0
1670,43,Standard,1
1671,75,Premium,0
1672,46,Basic,0
1673,62,Premium,0
1674,51,Standard,1
1675,40,Standard,0
1676,54,Standard,1
1677,28,Premium,1
1678,23,Basic,1
1679,35,Standard,0
1680,38,Basic,1
1681,59,Basic,1
1682,53,Standard,0
1683,58,Premium,0
1684,55,Basic,0
1685,51,Premium,0
1686,34,Premium,0
1687,54,Premium,1
1688,42,Basic,0
1689,55,Basic,0
1690,75,Standard,1
1691,29,Standard,0
1692,40,Premium,1
1693,70,Premium,0
1694,59,Basic,0
1695,39,Standard,0
1696,38,Basic,0
1697,44,Standard,0
1698,74,Basic,1
1699,48,Basic,0
1700,23,Basic,1
1701,44,Premium,0
1702,57,Standard,0
1703,51,Standard,0
1704,29,Standard,0
1705,62,Standard,1
1706,74,Premium,1
1707,70,Premium,1
1708,24,Standard,0
1709,27,Standard,0
1710,62,Standard,0
1711,34,Premium,1
1712,43,Standard,0
1713,38,Standard,0
1714,45,Basic,0
1715,75,Basic,0
1716,63,Basic,0
1717,19,Premium,0
1718,71,Basic,1
1719,60,Premium,1
1720,18,Premium,0
1721,68,Standard,0
1722,70,Premium,0
1723,53,Standard,1
1724,68,Standard,1
1725,43,Premium,1
1726,46,Basic,1
1727,38,Premium,0
1728,28,Premium,1
1729,57,Basic,0
1730,28,Basic,0
1731,53,Standard,1
1732,66,Premium,0
1733,56,Standard,0
1734,57,Standard,0
1735,52,Standard,0
1736,71,Premium,1
1737,51,Premium,0
1738,72,Basic,0
1739,64,Basic,0
1740,41,Standard,0
1741,71,Standard,0
1742,39,Standard,0
1743,22,Premium,0
1744,73,Premium,1
1745,50,Standard,1
1746,75,Basic,0
1747,53,Standard,0
1748,64,Standard,0
1749,37,Premium,1
1750,36,Basic,0
1751,52,Premium,1
1752,69,Standard,1
1753,60,Standard,1
1754,34,Basic,1
1755,62,Standard,0
1756,60,Standard,0
1757,51,Basic,1
1758,26,Basic,0
1759,43,Basic,0
1760,19,Premium,0
1761,70,Premium,0
1762,26,Standard,1
1763,26,Premium,0
1764,57,Basic,0
1765,34,Premium,1
1766,18,Basic,1
1767,42,Premium,0
1768,60,Standard,0
1769,57,Basic,0
1770,59,Basic,0
1771,42,Premium,0
1772,56,Standard,0
1773,52,Premium,1
1774,20,Premium,0
1775,67,Standard,0
1776,54,Premium,0
1777,61,Premium,0
1778,61,Standard,1
1779,68,Standard,0
1780,47,Standard,0
1781,55,Premium,0
1782,51,Standard,1
1783,29,Standard,0
1784,36,Premium,0
1785,54,Premium,0
1786,61,Basic,1
1787,66,Basic,0
1788,34,Premium,0
1789,27,Standard,0
1790,74,Standard,0
1791,72,Standard,1
1792,66,Premium,1
1793,64,Basic,0
1794,29,Premium,0
1795,33,Basic,0
1796,41,Premium,0
1797,36,Standard,0
1798,25,Basic,0
1799,48,Standard,0
1800,38,Premium,0
1801,34,Premium,1
1802,40,Premium,1
1803,54,Standard,1
1804,71,Premium,0
1805,33,Basic,1
1806,23,Standard,0
1807,25,Standard,0
1808,42,Standard,1
1809,35,Premium,0
1810,42,Basic,0
1811,29,Basic,0
1812,32,Basic,0
1813,43,Standard,0
1814,58,Standard,0
1815,62,Standard,1
1816,43,Standard,0
1817,64,Premium,0
1818,49,Standard,0
1819,27,Standard,0
1820,33,Basic,1
1821,24,Premium,0
1822,34,Premium,0
1823,40,Basic,0
1824,43,Standard,1
1825,38,Standard,1
1826,39,Standard,0
1827,75,Premium,0
1828,24,Standard,0
1829,31,Basic,0
1830,32,Basic,0
1831,70,Standard,1
1832,24,Premium,0
1833,26,Premium,1
1834,68,Basic,0
1835,65,Premium,0
1836,25,Standard,0
1837,67,Premium,0
1838,40,Basic,0
1839,46,Premium,0
1840,35,Standard,0
1841,48,Basic,0
1842,47,Standard,0
1843,69,Basic,0
1844,56,Premium,0
1845,52,Standard,0
1846,35,Premium,0
1847,59,Premium,0
1848,56,Premium,1
1849,34,Basic,1
1850,31,Basic,0
1851,48,Premium,0
1852,41,Premium,0
1853,52,Standard,1
1854,61,Basic,0
1855,62,Standard,0
1856,51,Basic,1
1857,20,Premium,0
1858,54,Standard,0
1859,60,Basic,0
1860,57,Standard,0
1861,43,Standard,1
1862,72,Standard,1
1863,40,Standard,0
1864,61,Premium,0
1865,56,Standard,0
1866,32,Basic,0
1867,73,Standard,0
1868,66,Basic,0
1869,21,Premium,0
1870,46,Premium,0
1871,39,Basic,0
1872,42,Premium,0
1873,30,Premium,0
1874,35,Premium,0
1875,50,Basic,0
1876,33,Standard,0
1877,62,Standard,0
1878,59,Standard,0
1879,61,Standard,0
1880,19,Standard,0
1881,72,Basic,0
1882,52,Basic,1
1883,59,Standard,0
1884,51,Standard,0
1885,47,Standard,0
1886,72,Standard,0
1887,30,Basic,0
1888,30,Basic,0
1889,35,Premium,0
1890,49,Standard,0
1891,49,Standard,0
1892,52,Basic,0
1893,56,Premium,1
1894,63,Standard,0
1895,69,Basic,1
1896,46,Premium,1
1897,66,Premium,0
1898,46,Premium,0
1899,70,Premium,0
1900,61,Basic,1
1901,74,Basic,1
1902,33,Standard,0
1903,73,Basic,1
1904,61,Basic,0
1905,64,Premium,0
1906,74,Basic,1
1907,27,Premium,1
1908,47,Standard,0
1909,42,Premium,1
1910,56,Standard,1
1911,37,Standard,1
1912,22,Standard,1
1913,18,Standard,1
1914,47,Basic,0
1915,66,Basic,1
1916,20,Standard,0
1917,62,Basic,1
1918,31,Standard,0
1919,73,Standard,0
1920,47,Premium,0
1921,67,Basic,0
1922,21,Standard,0
1923,35,Premium,1
1924,54,Standard,1
1925,42,Premium,0
1926,65,Premium,1
1927,18,Premium,1
1928,70,Standard,0
1929,63,Standard,0
1930,32,Standard,1
1931,26,Standard,0
1932,32,Standard,1
1933,66,Standard,1
1934,74,Standard,1
1935,41,Standard,0
1936,21,Premium,0
1937,29,Standard,0
1938,75,Basic,0
1939,54,Standard,0
1940,54,Basic,0
1941,60,Premium,0
1942,23,Premium,1
1943,56,Premium,0
1944,73,Basic,0
1945,63,Basic,0
1946,41,Basic,0
1947,28,Standard,0
1948,30,Basic,1
1949,51,Basic,0
1950,42,Standard,1
1951,24,Standard,0
1952,69,Premium,1
1953,21,Standard,1
1954,25,Basic,1
1955,37,Standard,1
1956,46,Basic,1
1957,71,Standard,1
1958,70,Premium,0
1959,68,Standard,0
1960,62,Premium,0
1961,63,Standard,0
1962,27,Premium,0
1963,60,Premium,0
1964,51,Basic,1
1965,74,Basic,1
1966,43,Premium,0
1967,58,Premium,0
1968,66,Premium,1
1969,75,Premium,0
1970,20,Premium,1
1971,73,Basic,0
1972,23,Standard,0
1973,22,Basic,0
1974,22,Premium,1
1975,71,Standard,0
1976,64,Basic,0
1977,40,Standard,0
1978,66,Standard,0
1979,26,Standard,1
1980,52,Basic,1
1981,37,Standard,0
1982,75,Basic,0
1983,66,Standard,0
1984,59,Basic,1
1985,52,Standard,1
1986,67,Basic,0
1987,35,Basic,1
1988,34,Basic,0
1989,41,Basic,1
1990,20,Premium,1
1991,49,Standard,1
1992,52,Standard,1
1993,55,Basic,0
1994,30,Standard,1
1995,73,Premium,0
1996,64,Standard,0
1997,42,Premium,0
1998,26,Basic,1
1999,21,Standard,0
2000,31,Premium,0
2001,54,Standard,0
2002,51,Premium,0
2003,28,Basic,0
2004,58,Standard,1
2005,73,Premium,1
2006,20,Basic,0
2007,45,Premium,1
2008,46,Premium,1
2009,26,Basic,0
2010,20,Standard,1
2011,42,Standard,1
2012,51,Basic,0
2013,29,Standard,0
2014,59,Basic,1
2015,26,Basic,0
2016,32,Basic,0
2017,57,Standard,0
2018,42,Standard,0
2019,22,Standard,1
2020,28,Premium,0
2021,51,Premium,0
2022,41,Premium,0
2023,32,Standard,0
2024,55,Standard,0
2025,25,Standard,0
2026,22,Standard,1
2027,65,Standard,0
2028,43,Basic,0
2029,35,Basic,0
2030,23,Basic,0
2031,54,Basic,0
2032,65,Standard,0
2033,30,Basic,1
2034,45,Premium,0
2035,22,Basic,1
2036,30,Premium,0
2037,34,Basic,1
2038,67,Premium,0
2039,57,Basic,1
2040,62,Premium,0
2041,49,Standard,0
2042,46,Standard,0
2043,68,Premium,1
2044,75,Standard,0
2045,20,Standard,0
2046,73,Premium,1
2047,57,Standard,0
2048,51,Basic,1
2049,57,Premium,0
2050,44,Standard,1
2051,30,Standard,0
2052,62,Standard,0
2053,50,Standard,0
2054,23,Standard,1
2055,41,Standard,0
2056,36,Premium,0
2057,33,Standard,1
2058,57,Premium,0
2059,45,Premium,1
2060,50,Basic,1
2061,65,Standard,1
2062,58,Premium,1
2063,30,Basic,0
2064,60,Premium,0
2065,62,Premium,1
2066,42,Premium,0
2067,70,Basic,0
2068,59,Standard,1
2069,53,Premium,0
2070,44,Premium,1
2071,55,Premium,1
2072,24,Basic,1
2073,22,Standard,1
2074,60,Premium,1
2075,62,Standard,1
2076,75,Premium,0
2077,74,Premium,0
2078,68,Basic,1
2079,48,Premium,1
2080,40,Premium,0
2081,59,Basic,0
2082,27,Standard,0
2083,49,Standard,0
2084,60,Premium,1
2085,70,Standard,1
2086,47,Standard,0
2087,56,Basic,0
2088,48,Standard,0
2089,35,Basic,1
2090,53,Basic,0
2091,19,Premium,0
2092,31,Basic,0
2093,30,Standard,0
2094,46,Premium,0
2095,29,Premium,0
2096,56,Basic,0
2097,19,Standard,0
2098,49,Standard,0
2099,30,Standard,1
2100,63,Standard,1
2101,44,Premium,1
2102,66,Standard,1
2103,58,Standard,0
2104,34,Premium,0
2105,57,Basic,0
2106,48,Premium,1
2107,51,Standard,1
2108,41,Standard,0
2109,62,Standard,0
2110,52,Basic,0
2111,65,Standard,1
2112,23,Basic,0
2113,36,Standard,0
2114,47,Premium,0
2115,24,Basic,0
2116,27,Standard,1
2117,58,Basic,0
2118,49,Basic,1
2119,51,Premium,0
2120,45,Standard,1
2121,32,Premium,1
2122,47,Premium,0
2123,54,Premium,0
2124,46,Standard,1
2125,39,Premium,0
2126,21,Standard,1
2127,37,Standard,1
2128,49,Premium,1
2129,53,Standard,0
2130,67,Premium,0
2131,21,Standard,0
2132,44,Basic,0
2133,34,Basic,1
2134,29,Standard,1
2135,39,Standard,0
2136,34,Basic,1
2137,27,Standard,0
2138,71,Standard,0
2139,18,Premium,1
2140,39,Basic,1
2141,43,Standard,0
2142,73,Premium,1
2143,35,Standard,0
2144,67,Standard,0
2145,31,Premium,0
2146,64,Standard,1
2147,46,Basic,0
2148,29,Basic,0
2149,53,Basic,0
2150,52,Standard,1
2151,69,Premium,0
2152,29,Basic,0
2153,24,Premium,0
2154,46,Standard,0
2155,28,Premium,1
2156,50,Standard,0
2157,23,Premium,1
2158,64,Premium,0
2159,32,Standard,1
2160,49,Premium,0
2161,68,Standard,0
2162,28,Basic,0
2163,75,Standard,1
2164,40,Basic,1
2165,43,Standard,0
2166,51,Premium,1
2167,63,Standard,0
2168,51,Premium,0
2169,46,Basic,0
2170,21,Standard,0
2171,34,Premium,1
2172,52,Basic,0
2173,30,Standard,0
2174,58,Basic,0
2175,56,Premium,0
2176,32,Premium,0
2177,72,Basic,0
2178,46,Basic,0
2179,46,Premium,0
2180,28,Premium,0
2181,69,Standard,0
2182,49,Premium,0
2183,19,Premium,0
2184,64,Basic,0
2185,31,Premium,0
2186,37,Premium,0
2187,39,Standard,0
2188,28,Basic,0
2189,44,Basic,0
2190,20,Premium,0
2191,34,Standard,1
2192,61,Basic,0
2193,73,Standard,0
2194,45,Basic,1
2195,46,Standard,0
2196,38,Premium,1
2197,64,Basic,0
2198,33,Basic,1
2199,54,Premium,0
2200,37,Premium,0
2201,23,Basic,1
2202,36,Standard,0
2203,74,Standard,0
2204,22,Premium,1
2205,20,Basic,0
2206,18,Premium,0
2207,75,Basic,0
2208,55,Standard,0
2209,32,Basic,1
2210,51,Standard,1
2211,52,Basic,0
2212,66,Premium,0
2213,42,Basic,0
2214,41,Premium,0
2215,29,Premium,1
2216,35,Standard,0
2217,32,Standard,0
2218,61,Premium,1
2219,33,Basic,1
2220,44,Premium,0
2221,25,Premium,0
2222,63,Standard,0
2223,42,Premium,1
2224,34,Standard,0
2225,46,Basic,0
2226,70,Standard,0
2227,25,Premium,0
2228,32,Standard,0
2229,44,Premium,1
2230,63,Standard,1
2231,67,Standard,1
2232,69,Premium,0
2233,24,Premium,1
2234,20,Premium,1
2235,46,Basic,0
2236,61,Premium,0
2237,70,Premium,0
2238,41,Premium,1
2239,75,Premium,0
2240,20,Basic,1
2241,37,Premium,0
2242,63,Basic,1
2243,32,Premium,0
2244,42,Premium,1
2245,47,Premium,0
2246,31,Standard,1
2247,24,Premium,0
2248,34,Premium,0
2249,61,Premium,0
2250,37,Basic,0
2251,53,Basic,0
2252,26,Basic,0
2253,55,Basic,1
2254,65,Standard,0
2255,74,Standard,0
2256,39,Premium,0
2257,71,Basic,0
2258,70,Premium,1
2259,70,Basic,0
2260,19,Standard,1
2261,41,Basic,0
2262,25,Premium,0
2263,28,Standard,1
2264,30,Basic,0
2265,34,Standard,0
2266,25,Standard,0
2267,38,Basic,1
2268,35,Standard,0
2269,47,Basic,0
2270,35,Premium,0
2271,63,Premium,0
2272,64,Standard,1
2273,48,Basic,0
2274,55,Basic,0
2275,49,Basic,1
2276,28,Standard,0
2277,62,Premium,0
2278,42,Standard,0
2279,50,Basic,0
2280,55,Premium,0
2281,58,Standard,0
2282,25,Standard,0
2283,28,Premium,0
2284,39,Premium,0
2285,68,Basic,0
2286,41,Standard,0
2287,58,Standard,1
2288,34,Standard,0
2289,29,Basic,1
2290,74,Standard,0
2291,63,Premium,1
2292,49,Premium,1
2293,32,Premium,0
2294,33,Premium,0
2295,71,Standard,0
2296,39,Premium,0
2297,45,Basic,0
2298,37,Basic,1
2299,50,Standard,0
2300,27,Standard,0
2301,57,Premium,0
2302,49,Premium,0
2303,67,Standard,1
2304,50,Standard,1
2305,19,Standard,0
2306,50,Basic,0
2307,50,Standard,0
2308,58,Premium,1
2309,30,Basic,0
2310,47,Premium,0
2311,50,Standard,1
2312,30,Premium,0
2313,69,Standard,1
2314,43,Premium,0
2315,39,Standard,1
2316,56,Basic,0
2317,19,Premium,0
2318,55,Premium,0
2319,56,Premium,1
2320,43,Premium,0
2321,63,Standard,0
2322,75,Standard,0
2323,67,Basic,0
2324,32,Premium,0
2325,51,Premium,1
2326,59,Basic,0
2327,72,Premium,0
2328,61,Premium,0
2329,66,Premium,0
2330,57,Premium,0
2331,28,Premium,0
2332,20,Basic,0
2333,23,Premium,0
2334,26,Standard,1
2335,23,Basic,0
2336,26,Premium,0
2337,56,Basic,1
2338,48,Premium,1
2339,49,Premium,0
2340,58,Premium,0
2341,67,Premium,1
2342,29,Basic,0
2343,25,Standard,0
2344,25,Premium,0
2345,67,Premium,0
2346,45,Premium,0
2347,37,Standard,1
2348,64,Basic,0
2349,24,Basic,0
2350,28,Standard,0
2351,37,Standard,0
2352,33,Premium,1
2353,21,Standard,0
2354,23,Basic,1
2355,75,Basic,0
2356,39,Premium,0
2357,43,Standard,1
2358,20,Premium,0
2359,58,Standard,0
2360,59,Basic,1
2361,31,Basic,0
2362,28,Basic,1
2363,35,Premium,1
2364,71,Basic,0
2365,29,Premium,0
2366,40,Standard,0
2367,29,Standard,0
2368,30,Standard,1
2369,42,Premium,1
2370,62,Standard,0
2371,68,Basic,0
2372,75,Standard,0
2373,36,Basic,0
2374,72,Standard,1
2375,63,Premium,0
2376,53,Premium,1
2377,62,Premium,0
2378,25,Standard,1
2379,46,Standard,0
2380,72,Premium,0
2381,70,Premium,0
2382,72,Standard,1
2383,49,Basic,0
2384,68,Premium,0
2385,61,Basic,0
2386,35,Standard,0
2387,23,Standard,0
2388,35,Standard,1
2389,36,Standard,0
2390,39,Premium,0
2391,54,Premium,0
2392,49,Basic,0
2393,73,Basic,0
2394,58,Premium,0
2395,20,Premium,0
2396,45,Basic,0
2397,27,Basic,1
2398,68,Basic,0
2399,52,Premium,1
2400,46,Premium,0
2401,71,Premium,0
2402,32,Premium,0
2403,50,Standard,0
2404,24,Premium,1
2405,29,Standard,1
2406,66,Basic,0
2407,47,Basic,0
2408,38,Premium,0
2409,48,Basic,0
2410,75,Basic,0
2411,41,Standard,1
2412,37,Basic,1
2413,54,Standard,1
2414,21,Basic,1
2415,45,Basic,0
2416,61,Standard,0
2417,37,Premium,0
2418,41,Premium,0
2419,67,Basic,0
2420,66,Standard,1
2421,68,Premium,1
2422,49,Premium,1
2423,58,Premium,1
2424,53,Premium,1
2425,75,Basic,0
2426,70,Basic,1
2427,51,Basic,0
2428,53,Premium,0
2429,19,Premium,1
2430,32,Premium,1
2431,51,Standard,0
2432,53,Standard,0
2433,23,Basic,0
2434,56,Premium,0
2435,59,Standard,1
2436,68,Standard,0
2437,68,Basic,0
2438,75,Standard,0
2439,71,Basic,0
2440,29,Standard,0
2441,20,Standard,1
2442,62,Premium,0
2443,35,Premium,0
2444,57,Standard,0
2445,38,Basic,0
2446,32,Premium,1
2447,50,Basic,0
2448,52,Standard,1
2449,43,Standard,0
2450,25,Standard,0
2451,53,Standard,0
2452,65,Standard,0
2453,47,Premium,1
2454,40,Premium,0
2455,59,Premium,0
2456,61,Standard,0
2457,31,Premium,0
2458,31,Basic,1
2459,19,Basic,0
2460,72,Premium,0
2461,54,Basic,1
2462,22,Basic,0
2463,55,Standard,0
2464,62,Basic,0
2465,58,Basic,1
2466,71,Basic,1
2467,64,Standard,0
2468,31,Basic,0
2469,73,Premium,1
2470,56,Basic,0
2471,42,Premium,0
2472,37,Premium,0
2473,19,Premium,1
2474,56,Standard,0
2475,23,Basic,0
2476,34,Basic,0
2477,42,Standard,0
2478,74,Premium,1
2479,45,Premium,0
2480,19,Standard,0
2481,52,Basic,0
2482,54,Standard,0
2483,22,Standard,1
2484,18,Basic,0
2485,57,Premium,1
2486,29,Standard,0
2487,73,Premium,0
2488,53,Basic,0
2489,62,Premium,0
2490,40,Basic,0
2491,64,Basic,1
2492,48,Basic,0
2493,28,Basic,0
2494,27,Standard,1
2495,20,Basic,1
2496,71,Standard,0
2497,31,Basic,0
2498,33,Premium,0
2499,27,Basic,1
2500,46,Premium,1
2501,27,Basic,1
2502,29,Basic,1
2503,47,Basic,0
2504,58,Premium,1
2505,18,Standard,0
2506,22,Standard,0
2507,37,Standard,0
2508,25,Standard,1
2509,60,Basic,1
2510,29,Standard,0
2511,18,Premium,1
2512,74,Basic,1
2513,71,Basic,0
2514,37,Premium,0
2515,45,Standard,1
2516,74,Basic,0
2517,60,Basic,0
2518,54,Standard,1
2519,64,Basic,1
2520,54,Premium,0
2521,29,Basic,1
2522,54,Basic,0
2523,66,Premium,0
2524,66,Premium,0
2525,73,Premium,0
2526,61,Basic,1
2527,73,Basic,0
2528,45,Premium,0
2529,64,Standard,0
2530,32,Standard,1
2531,23,Basic,0
2532,61,Basic,0
2533,37,Basic,0
2534,67,Premium,1
2535,31,Premium,0
2536,19,Basic,0
2537,26,Basic,0
2538,54,Premium,1
2539,37,Standard,0
2540,43,Premium,0
2541,46,Premium,0
2542,18,Premium,0
2543,72,Basic,1
2544,52,Standard,0
2545,23,Standard,1
2546,54,Premium,1
2547,70,Basic,0
2548,22,Basic,1
2549,50,Standard,1
2550,66,Standard,1
2551,68,Standard,0
2552,31,Standard,0
2553,29,Basic,0
2554,59,Standard,1
2555,37,Premium,0
2556,70,Premium,0
2557,67,Basic,0
2558,41,Premium,0
2559,60,Standard,0
2560,51,Basic,0
2561,42,Premium,0
2562,67,Premium,1
2563,46,Premium,0
2564,74,Premium,1
2565,56,Premium,0
2566,48,Standard,0
2567,73,Standard,1
2568,64,Standard,1
2569,60,Basic,0
2570,67,Standard,1
2571,40,Premium,1
2572,61,Basic,1
2573,55,Standard,0
2574,37,Premium,0
2575,40,Premium,0
2576,62,Basic,0
2577,69,Standard,0
2578,33,Basic,1
2579,67,Premium,0
2580,59,Basic,0
2581,72,Premium,0
2582,25,Standard,1
2583,67,Standard,0
2584,38,Basic,1
2585,18,Basic,0
2586,72,Standard,1
2587,25,Premium,1
2588,46,Premium,0
2589,49,Standard,1
2590,55,Premium,0
2591,22,Standard,0
2592,64,Premium,0
2593,39,Standard,0
2594,64,Standard,1
2595,51,Premium,0
2596,18,Standard,0
2597,72,Premium,0
2598,72,Standard,0
2599,43,Premium,0
2600,60,Premium,1
2601,27,Standard,0
2602,47,Premium,0
2603,67,Basic,0
2604,35,Premium,0
2605,34,Standard,0
2606,43,Basic,1
2607,25,Basic,0
2608,64,Standard,0
2609,57,Premium,0
2610,66,Standard,0
2611,29,Premium,1
2612,44,Premium,0
2613,25,Basic,0
2614,42,Standard,1
2615,63,Standard,0
2616,21,Standard,0
2617,50,Standard,0
2618,18,Basic,0
2619,36,Standard,1
2620,48,Standard,0
2621,33,Premium,1
2622,31,Premium,0
2623,70,Basic,1
2624,65,Standard,0
2625,22,Standard,0
2626,58,Standard,0
2627,43,Basic,0
2628,45,Standard,0
2629,19,Basic,1
2630,67,Basic,1
2631,23,Standard,0
